title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes
"Tad, the Lost Explorer, and the Secret of King Midas",movie,"Adventure, Animation, Comedy",2017.0,6.2,4304.0
Meet the In-Laws,movie,Comedy,2016.0,5.8,32.0
Serenity,movie,"Drama, Mystery, Thriller",2019.0,5.4,47086.0
Immortal Demon Slayer,movie,"Action, Adventure, Family",2017.0,5.9,2065.0
Tangled Web,movie,"Drama, Thriller",2018.0,5.5,496.0
Stravinsky: Once at a Border...,movie,"Biography, Documentary, History",1982.0,7.6,71.0
Midnight Runners,movie,"Action, Comedy",2017.0,7.3,10602.0
The Big Bad Fox and Other Tales,movie,"Adventure, Animation, Comedy",2017.0,7.4,3878.0
The 15:17 to Paris,movie,"Biography, Drama, Thriller",2018.0,5.3,36257.0
Clive Davis: The Soundtrack of Our Lives,movie,Documentary,2017.0,7.5,1267.0
Marlina the Murderer in Four Acts,movie,"Drama, Thriller, Western",2017.0,6.9,3506.0
Gemini Man,movie,"Action, Sci-Fi, Thriller",2019.0,5.7,126765.0
Crayon Shin-chan: Invasion!! Alien Shiriri,movie,"Adventure, Animation, Comedy",2017.0,6.2,433.0
Arctic,movie,"Adventure, Drama",2018.0,6.8,60246.0
Gunned Down,movie,"Action, Thriller",2017.0,5.1,1363.0
Anarchist from Colony,movie,"Biography, Drama",2017.0,6.6,743.0
A Suitable Girl,movie,"Documentary, Romance",2017.0,6.9,454.0
Outlaw King,movie,"Action, Biography, Drama",2018.0,6.9,83950.0
Saaho,movie,"Action, Thriller",2019.0,5.1,25099.0
Night School,movie,Comedy,2018.0,5.6,47269.0
Vir Das: Abroad Understanding,movie,Comedy,2017.0,6.9,1835.0
UglyDolls,movie,"Adventure, Animation, Comedy",2019.0,5.1,8153.0
Benedetta,movie,"Biography, Drama, Romance",2021.0,6.7,27252.0
The Angry Birds Movie 2,movie,"Action, Adventure, Animation",2019.0,6.4,37990.0
Colette,movie,"Biography, Drama, History",2018.0,6.7,27115.0
Benjamin the Elephant,movie,"Comedy, Family",2019.0,3.9,338.0
Monster Family,movie,"Animation, Comedy, Family",2017.0,4.8,5617.0
Mon Mon Mon Monsters,movie,"Comedy, Drama, Horror",2017.0,6.3,1775.0
Rodney King,movie,"Comedy, Drama",2017.0,6.2,674.0
The Kissing Booth,movie,"Comedy, Romance",2018.0,5.9,97661.0
The Spy Who Dumped Me,movie,"Action, Adventure, Comedy",2018.0,6.0,84582.0
Shimla Mirchi,movie,"Comedy, Romance",2020.0,4.6,1836.0
Crazy Rich Asians,movie,"Comedy, Drama, Romance",2018.0,6.9,199004.0
Julian Schnabel: A Private Portrait,movie,Documentary,2017.0,6.8,295.0
Knights of the Zodiac,movie,"Action, Adventure, Drama",2023.0,4.4,15716.0
Out of Thin Air,movie,"Crime, Documentary",2017.0,6.3,2571.0
Maria Bamford: Old Baby,movie,"Comedy, Documentary",2017.0,6.2,1014.0
#Realityhigh,movie,"Comedy, Drama, Romance",2017.0,5.1,7064.0
Fool el seen el azeem,movie,Comedy,2004.0,6.4,2794.0
Bad Genius,movie,"Comedy, Crime, Drama",2017.0,7.6,24314.0
"Can't Stop, Won't Stop: A Bad Boy Story",movie,"Documentary, Music",2017.0,5.4,897.0
Time Trap,movie,"Action, Adventure, Mystery",2017.0,6.2,46720.0
Elliot the Littlest Reindeer,movie,"Animation, Comedy, Family",2018.0,5.0,1346.0
Expedition Happiness,movie,Documentary,2017.0,5.9,4919.0
Tag,movie,"Action, Comedy",2018.0,6.5,153741.0
White Fang,movie,"Adventure, Animation, Drama",2018.0,6.9,4251.0
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",movie,"Comedy, Documentary",2017.0,7.3,3548.0
Tracy Morgan: Staying Alive,movie,Comedy,2017.0,6.3,1268.0
Treasure Hunt,movie,Comedy,1952.0,5.2,182.0
Mersal,movie,"Action, Crime, Thriller",2017.0,7.5,39712.0
"Eriko, Pretended",movie,"Comedy, Drama",2016.0,6.4,65.0
Critical Eleven,movie,"Drama, Romance",2017.0,7.1,718.0
Manu Nna: Simplemente Manu NNa,movie,Comedy,2017.0,5.5,52.0
Mawlana,movie,"Drama, Mystery",2016.0,6.9,998.0
Judwaa 2,movie,"Action, Comedy, Romance",2017.0,3.7,12068.0
How to Be Really Bad,movie,"Comedy, Family, Fantasy",2018.0,6.3,1681.0
Dönerse Senindir,movie,"Comedy, Romance",2016.0,4.8,2394.0
Hellboy,movie,"Action, Adventure, Fantasy",2019.0,5.3,103568.0
Maître du monde,movie,Drama,2011.0,5.6,53.0
Our Mighty Yaya,movie,Comedy,2017.0,6.5,77.0
Summer's Over,movie,Drama,2016.0,6.9,296.0
Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,movie,"Action, Crime, Thriller",2017.0,6.4,3593.0
Les frères Soeur,movie,Comedy,2000.0,4.3,106.0
Mary Queen of Scots,movie,"Biography, Drama, History",2018.0,6.3,57126.0
The Brigade,movie,Drama,2017.0,6.1,501.0
Lamborghini: The Man Behind the Legend,movie,"Biography, Drama, Sport",2022.0,5.5,14802.0
Ali's Wedding,movie,"Comedy, Drama, Romance",2017.0,6.9,5597.0
Australia Day,movie,Drama,2017.0,5.7,656.0
Hidden Strike,movie,"Action, Adventure, Comedy",2023.0,5.4,20486.0
Guns Akimbo,movie,"Action, Comedy, Crime",2019.0,6.3,73075.0
Surau dan Silek,movie,"Comedy, Drama, Family",2017.0,8.8,92.0
Reggae in a Babylon,movie,"Documentary, Music",2005.0,6.8,191.0
"Extremely Wicked, Shockingly Evil and Vile",movie,"Biography, Crime, Drama",2019.0,6.7,108022.0
Brotherhood of Blades 2,movie,"Action, Adventure, Drama",2017.0,6.6,2329.0
Superlopez,movie,"Action, Comedy, Sci-Fi",2018.0,5.4,4339.0
Bomb Scared,movie,Comedy,2017.0,5.7,3111.0
Shimmer Lake,movie,"Action, Comedy, Crime",2017.0,6.3,17142.0
Zoe,movie,"Drama, Romance, Sci-Fi",2018.0,6.1,10650.0
9 Summers 10 Autumns,movie,"Biography, Drama, Family",2013.0,8.1,81.0
The Best of Enemies,movie,"Biography, Drama, History",2019.0,7.3,20528.0
John Wick: Chapter 3 - Parabellum,movie,"Action, Crime, Thriller",2019.0,7.4,446605.0
Toys & Pets,movie,"Adventure, Animation, Comedy",2017.0,5.6,329.0
Kanang Anak Langkau The Iban Warrior,movie,"Action, Adventure, History",2017.0,5.8,58.0
Dear Other Self,movie,"Comedy, Romance",2017.0,6.7,75.0
Meus 15 Anos,movie,"Comedy, Drama, Family",2017.0,5.2,395.0
"Remi, Nobody's Boy",movie,"Adventure, Drama, Family",2018.0,7.1,3203.0
Hasan Minhaj: Homecoming King,movie,Comedy,2017.0,8.2,8064.0
Private Life,movie,"Comedy, Drama",2018.0,7.2,22873.0
"Juliet, Naked",movie,"Comedy, Drama, Music",2018.0,6.6,25401.0
Rolling to You,movie,"Comedy, Romance",2018.0,6.5,5404.0
Monster Hunter,movie,"Action, Adventure, Fantasy",2020.0,5.2,70522.0
Peppermint,movie,"Action, Thriller",2018.0,6.5,72909.0
Us,movie,"Horror, Mystery, Thriller",2019.0,6.8,360112.0
Bob & Marys,movie,"Comedy, Crime",2018.0,5.4,260.0
Charlie's Angels,movie,"Action, Adventure, Comedy",2019.0,5.0,82207.0
Mavka: The Forest Song,movie,"Adventure, Animation, Comedy",2023.0,6.6,6500.0
Cinta Laki-Laki Biasa,movie,"Drama, Romance",2016.0,6.9,120.0
The Boss Baby: Family Business,movie,"Adventure, Animation, Comedy",2021.0,5.9,24078.0
Sarah Silverman: A Speck of Dust,movie,Comedy,2017.0,6.9,4052.0
Der Hamster,movie,"Comedy, Drama",2015.0,6.1,79.0
Ride Tonight!,movie,"Drama, History",1942.0,6.4,157.0
Hirugao,movie,"Drama, Romance",2017.0,5.9,397.0
Aladdin 2,movie,"Comedy, Fantasy",2018.0,3.8,1325.0
Braven,movie,"Action, Thriller",2018.0,5.9,42905.0
The Price of Success,movie,"Comedy, Drama",2017.0,5.8,402.0
The Visit,movie,"Comedy, Romance, Thriller",2015.0,5.9,8.0
Long Shot,movie,"Comedy, Romance",2019.0,6.8,124977.0
Doob - No Bed of Roses,movie,Drama,2017.0,6.1,2152.0
Heavy Trip,movie,"Comedy, Music",2018.0,7.0,11722.0
Burn Out,movie,"Action, Thriller",2017.0,6.2,4585.0
Word of God,movie,"Comedy, Drama",2017.0,5.9,606.0
Close,movie,"Action, Drama, Thriller",2019.0,5.7,27869.0
Mortal Kombat,movie,"Action, Adventure, Fantasy",2021.0,6.0,195287.0
Sweet Twenty,movie,"Comedy, Fantasy, Music",2017.0,7.1,502.0
Starship Troopers: Traitor of Mars,movie,"Action, Animation, Sci-Fi",2017.0,5.5,6670.0
"Oh, Hello on Broadway",movie,Comedy,2017.0,7.7,3502.0
S.W.A.T.: Under Siege,movie,"Action, Thriller",2017.0,4.6,4781.0
Beksinscy. Album wideofoniczny,movie,Documentary,2017.0,7.6,218.0
Desert Coffee,movie,Documentary,2017.0,6.6,383.0
My Father Saved My Life,movie,"Crime, Drama",2001.0,6.8,211.0
Can We Still Be Friends?,movie,Romance,2017.0,6.3,110.0
100% Coco,movie,Drama,2017.0,5.1,1284.0
Rory Scovel Tries Stand-Up for the First Time,movie,"Comedy, Documentary",2017.0,6.8,971.0
Haikyu!! 3: Genius and Sense,movie,"Animation, Comedy, Drama",2017.0,7.1,272.0
Haikyu!! 4: Battle of Concepts,movie,"Animation, Comedy, Drama",2017.0,7.3,275.0
Catching Feelings,movie,"Comedy, Drama, Romance",2017.0,5.7,604.0
Marco Luque: Tamo Junto,movie,Comedy,2017.0,4.4,85.0
CounterPunch,movie,"Documentary, Sport",2017.0,6.7,999.0
Chris D'Elia: Man on Fire,movie,Comedy,2017.0,6.5,1806.0
Mountain,movie,Documentary,2017.0,7.2,4304.0
Been So Long,movie,"Drama, Musical, Romance",2018.0,5.5,1216.0
Family,movie,Comedy,2018.0,6.4,3550.0
Puss in Book: Trapped in an Epic Tale,movie,"Action, Adventure, Animation",2017.0,5.3,844.0
Doraemon: Great Adventure in the Antarctic Kachi Kochi,movie,"Adventure, Animation, Comedy",2017.0,6.6,1408.0
Sierra Burgess Is a Loser,movie,"Comedy, Drama, Romance",2018.0,5.8,41816.0
Brillantissime,movie,"Comedy, Romance",2018.0,4.5,722.0
Ibiza,movie,"Comedy, Romance",2018.0,5.2,19098.0
Mubarakan,movie,"Comedy, Romance",2017.0,5.6,4467.0
The Game Changers,movie,"Documentary, Sport",2018.0,7.8,22232.0
Once Upon A Time,movie,"Action, Adventure, Drama",2017.0,5.1,1647.0
The Peanut Butter Falcon,movie,"Adventure, Comedy, Drama",2019.0,7.6,112055.0
Shadow,movie,"Action, Adventure, Fantasy",2018.0,7.0,18898.0
The Return,movie,"Action, Documentary",2017.0,6.9,187.0
Bangarang,movie,"Adventure, Family, Fantasy",2017.0,6.7,109.0
Velvet Buzzsaw,movie,"Horror, Mystery, Thriller",2019.0,5.7,67388.0
I'm (Endless Like the Space),movie,"Drama, Fantasy",2017.0,5.1,76.0
Streaker,movie,"Comedy, Sport",2017.0,6.7,647.0
A Note to God,movie,"Adventure, Drama, Fantasy",2017.0,7.0,174.0
The House with a Clock in Its Walls,movie,"Comedy, Family, Fantasy",2018.0,6.1,57080.0
Wonder Woman 1984,movie,"Action, Adventure, Fantasy",2020.0,5.4,299258.0
Lal Patthar,movie,Drama,1971.0,6.1,167.0
Khoon Khoon,movie,"Crime, Mystery, Thriller",1973.0,5.0,60.0
Ittefaq,movie,"Mystery, Thriller",2017.0,7.2,15091.0
Qila,movie,"Drama, Family, Music",1998.0,4.8,158.0
Robert and the Toymaker,movie,Horror,2017.0,3.3,1023.0
Sniper: Ultimate Kill,movie,"Action, Drama, Thriller",2017.0,5.6,7401.0
Outdoor Begins,movie,"Comedy, Fantasy, Horror",2017.0,5.4,10.0
Tiffany Haddish: She Ready! From the Hood to Hollywood,movie,Comedy,2017.0,6.6,631.0
The Red Sea Diving Resort,movie,"Drama, History, Thriller",2019.0,6.6,33464.0
The Grudge,movie,"Fantasy, Horror",2019.0,4.4,30801.0
The Week Of,movie,Comedy,2018.0,5.2,25346.0
Volta,movie,Comedy,2017.0,5.0,715.0
Le trip à trois,movie,Comedy,2017.0,6.0,836.0
Catatan Si Boy,movie,Drama,1987.0,6.5,101.0
Maria By Callas,movie,"Biography, Documentary, Music",2017.0,7.2,2220.0
Maly Jakub,movie,"Drama, Mystery",2017.0,5.5,77.0
The Informer,movie,"Action, Crime, Drama",2019.0,6.6,44024.0
Killing Jesus,movie,"Crime, Drama, Thriller",2017.0,7.0,1200.0
The Killer,movie,Western,2017.0,6.0,2956.0
To All the Boys I've Loved Before,movie,"Comedy, Drama, Romance",2018.0,7.0,130654.0
The Maybe Pile,movie,"Action, Animation, Comedy",2017.0,6.9,43.0
Banda: The Dark Forgotten Trail,movie,Documentary,2017.0,7.4,125.0
Conor McGregor: Notorious,movie,"Biography, Documentary, Sport",2017.0,7.1,6719.0
Soul,movie,Documentary,2017.0,6.7,47.0
Clara,movie,"Drama, Sci-Fi",2018.0,6.7,6081.0
Drive,movie,"Action, Crime, Thriller",2019.0,3.2,8343.0
The Last Suit,movie,Drama,2017.0,7.1,1002.0
Dear Nathan,movie,"Drama, Romance",2017.0,6.7,694.0
Paolo Borsellino: Adesso tocca a me,movie,History,2017.0,7.3,143.0
Asinamali,movie,"Drama, Musical",2017.0,6.6,21.0
Gnome Alone,movie,"Adventure, Animation, Comedy",2017.0,5.6,4234.0
Aditi Mittal: Things They Wouldn't Let Me Say,movie,Comedy,2017.0,4.5,343.0
Joe Mande's Award-Winning Comedy Special,movie,"Comedy, Documentary",2017.0,6.1,556.0
Satan's Slaves,movie,"Drama, Horror, Mystery",2017.0,6.5,12261.0
Misfit,movie,"Comedy, Family",2017.0,4.4,507.0
Seeking True Love,movie,"Comedy, Romance",2017.0,7.5,26682.0
I See You,movie,"Comedy, Drama, Romance",2017.0,7.5,1279.0
Panoptic,movie,Documentary,2017.0,6.3,78.0
Ten Days Without Mom,movie,"Comedy, Family",2017.0,5.8,993.0
Bad Samaritan,movie,"Crime, Drama, Horror",2018.0,6.4,27017.0
My Love or My Passion,movie,"Comedy, Family, Romance",2017.0,5.3,965.0
Fidaa,movie,"Comedy, Drama, Romance",2017.0,7.4,6015.0
The Traitor,movie,Drama,2017.0,5.6,50.0
Unsane,movie,"Drama, Horror, Mystery",2018.0,6.4,51082.0
The Family,movie,"Documentary, Drama",2017.0,7.7,169.0
Budapest,movie,Comedy,2018.0,5.5,3729.0
Pietra tenera,movie,Documentary,2017.0,6.3,15.0
Dust of Empire,movie,Drama,1983.0,5.7,66.0
How to Break Up with Your Douchebag,movie,Comedy,2017.0,5.1,837.0
Dooly the Little Dinosaur: The Adventure of Ice Planet,movie,"Adventure, Animation, Comedy",1996.0,6.8,113.0
In the Heights,movie,"Drama, Musical, Romance",2021.0,7.2,53862.0
The Delinquent Season,movie,"Drama, Romance",2018.0,6.4,2890.0
The Children Act,movie,Drama,2017.0,6.7,15734.0
The Catcher Was a Spy,movie,"Biography, Drama, War",2018.0,6.3,12885.0
El Hubiera Sí Existe,movie,"Comedy, Romance",2019.0,6.1,435.0
Dead Donkeys Fear No Hyenas,movie,Documentary,2017.0,7.2,104.0
Finally Found Someone,movie,"Comedy, Romance",2017.0,5.8,282.0
Meghnadbodh Rohoshyo,movie,Thriller,2017.0,6.2,566.0
Olly Alexander: Growing Up Gay,movie,Documentary,2017.0,7.3,232.0
The Girl in the Fog,movie,"Crime, Drama, Mystery",2017.0,6.8,13803.0
Sweet Country,movie,"Adventure, Crime, Drama",2017.0,6.9,9612.0
Tueurs,movie,"Crime, Drama, Thriller",2017.0,6.1,1699.0
The Starling,movie,"Comedy, Drama",2021.0,6.4,15868.0
The Angel,movie,"Action, Biography, Drama",2018.0,6.7,15953.0
Maz Jobrani: Immigrant,movie,Comedy,2017.0,6.7,948.0
Breaking News,movie,Drama,2017.0,6.1,421.0
Transition,movie,"Drama, Romance",2018.0,3.8,142.0
Jim & Andy: The Great Beyond,movie,Documentary,2017.0,7.6,28440.0
Ryan Hamilton: Happy Face,movie,"Comedy, Documentary",2017.0,7.3,1088.0
City Hunter,movie,"Action, Comedy, Crime",2018.0,6.5,5916.0
L'état de grâce,movie,"Drama, Romance",1986.0,5.0,58.0
Respeto,movie,Drama,2017.0,7.3,265.0
Elsellem wel te'ban,movie,"Drama, Romance",2001.0,5.8,730.0
Catatan Si Boy 2,movie,Drama,1988.0,6.3,56.0
Taymour and Shafika,movie,"Action, Comedy, Romance",2007.0,5.8,1502.0
Alan Saldaña: Mi vida de pobre,movie,Comedy,2017.0,6.3,74.0
World War A: Aliens Invade Earth,movie,Documentary,2016.0,5.0,99.0
24 Hours to Live,movie,"Action, Sci-Fi, Thriller",2017.0,5.8,16589.0
Hearts Beat Loud,movie,"Comedy, Drama, Music",2018.0,6.9,12064.0
Abducted in Plain Sight,movie,"Crime, Documentary",2017.0,6.8,23249.0
4K Fireplace,movie,Reality-TV,2015.0,7.8,69.0
Fyra fruar och en man,movie,Documentary,2007.0,7.0,172.0
I Can Speak,movie,"Comedy, Drama",2017.0,7.5,2420.0
Lynne Koplitz: Hormonal Beast,movie,Comedy,2017.0,6.3,508.0
The Promise,movie,"Drama, Horror, Thriller",2017.0,5.9,1314.0
Diana: The Woman Inside,movie,Documentary,2017.0,6.8,182.0
Strange But True,movie,"Drama, Mystery, Thriller",2019.0,5.9,6023.0
Brad Paisley's Comedy Rodeo,movie,Comedy,2017.0,5.7,193.0
Montford: The Chickasaw Rancher,movie,"Biography, Drama, History",2021.0,6.7,1140.0
Oxygen,movie,"Drama, Fantasy, Sci-Fi",2021.0,6.5,46034.0
Greta,movie,"Drama, Mystery, Thriller",2018.0,6.1,40327.0
Indian Horse,movie,"Drama, Sport",2017.0,7.3,2747.0
Alaska Is a Drag,movie,Drama,2017.0,6.6,551.0
Sotka,movie,Comedy,2018.0,5.0,578.0
Corpus Christi,movie,Drama,2019.0,7.7,22806.0
Meda or The Not So Bright Side of Things,movie,Drama,2017.0,6.3,527.0
Warkop DKI Reborn: Jangkrik Boss Part 2,movie,"Adventure, Comedy",2017.0,5.5,546.0
The Cousin,movie,"Comedy, Drama",2017.0,6.7,123.0
Dnyukha!,movie,"Comedy, Romance",2018.0,5.3,264.0
Barefoot,movie,"Comedy, Drama",2017.0,6.7,922.0
Short w Fanelah w Cap,movie,"Comedy, Romance",2000.0,4.9,834.0
Woke Up Like This,movie,Comedy,2017.0,6.4,96.0
The Good Place,movie,Drama,2018.0,6.2,219.0
The Goat Life,movie,"Adventure, Drama",2024.0,7.1,46578.0
Narratage,movie,"Drama, Romance",2017.0,5.4,337.0
Gaga: Five Foot Two,movie,"Documentary, Music",2017.0,7.0,13928.0
Boy Erased,movie,"Biography, Drama",2018.0,6.9,44924.0
Ayla: The Daughter of War,movie,"Biography, Drama, History",2017.0,8.2,45496.0
Out of Bounds,movie,"Drama, Romance, Short",2011.0,7.6,32.0
Hantu Jeruk Purut Reborn,movie,Horror,2017.0,4.1,21.0
Dumplin',movie,"Comedy, Drama",2018.0,6.5,38565.0
"No Panic, With a Hint of Hysteria",movie,"Comedy, Crime",2016.0,5.0,494.0
Outside In,movie,Drama,2017.0,6.7,6480.0
Buddy Games,movie,Comedy,2019.0,4.8,8853.0
212 Warrior,movie,"Action, Adventure, Comedy",2018.0,6.9,1664.0
Invader ZIM: Enter the Florpus,movie,"Action, Adventure, Animation",2019.0,7.4,6753.0
The Souvenir: Part II,movie,"Drama, Romance",2021.0,7.1,4537.0
Traffik,movie,"Action, Thriller",2018.0,5.9,22127.0
Jeff Dunham: Relative Disaster,movie,Comedy,2017.0,6.4,1441.0
Love You to the Stars and Back,movie,"Adventure, Comedy, Drama",2017.0,7.4,661.0
Kingdom of Us,movie,"Documentary, Drama",2017.0,6.9,985.0
Village Rockstars,movie,Drama,2017.0,7.2,1068.0
Joan Didion: The Center Will Not Hold,movie,"Biography, Documentary",2017.0,7.5,3188.0
Voyeur,movie,"Crime, Documentary",2017.0,6.1,6935.0
Resurface,movie,"Documentary, Short, Sport",2017.0,6.9,528.0
Eun-ha,movie,"Crime, Drama, Romance",2016.0,7.0,87.0
Invisible,movie,Drama,2017.0,6.0,881.0
Jerry Before Seinfeld,movie,Comedy,2017.0,7.0,6218.0
Calibre,movie,"Drama, Thriller",2018.0,6.8,35203.0
Aakhri Adaalat,movie,"Action, Thriller",1988.0,5.0,121.0
Marc Maron: Too Real,movie,Comedy,2017.0,7.2,2139.0
Uncle Drew,movie,"Comedy, Drama, Sport",2018.0,5.8,16269.0
Teen Titans GO! To the Movies,movie,"Action, Adventure, Animation",2018.0,6.7,22517.0
Twilight of the Yakuza,movie,Documentary,2013.0,5.9,281.0
Cuba and the Cameraman,movie,Documentary,2017.0,8.2,5697.0
One of Us,movie,Documentary,2017.0,7.0,7207.0
Veleno,movie,"Crime, Drama",2017.0,5.6,163.0
Fabrizio Copano: Solo pienso en mi,movie,Comedy,2017.0,4.9,51.0
Joaquín Reyes: Una y no más,movie,Comedy,2017.0,6.2,10.0
Mutluluk Zamani,movie,"Comedy, Romance",2017.0,5.9,6118.0
The Royal Hibiscus Hotel,movie,"Comedy, Romance",2017.0,5.4,322.0
Yuddham Sharanam,movie,"Action, Thriller",2017.0,5.7,629.0
The Great Buddha+,movie,"Comedy, Crime, Drama",2017.0,7.6,5130.0
La legge del numero uno,movie,Drama,2017.0,6.2,21.0
How It Ends,movie,"Action, Drama, Horror",2018.0,5.1,60867.0
A Rainy Day in New York,movie,"Comedy, Romance",2019.0,6.4,54973.0
The Fox,movie,"Drama, Thriller",2017.0,5.2,313.0
Heroin(e),movie,"Documentary, Short",2017.0,6.8,3447.0
All Inclusive,movie,"Comedy, Drama",2017.0,5.5,1815.0
Maktub,movie,"Comedy, Drama",2017.0,7.2,2667.0
Couple of Days,movie,Drama,2016.0,7.3,31.0
Jomblo,movie,Comedy,2017.0,5.8,122.0
Miluji te modre,movie,"Comedy, Drama, Romance",2017.0,4.7,140.0
Saawan,movie,"Drama, Thriller",2016.0,7.4,298.0
Maquia: When the Promised Flower Blooms,movie,"Adventure, Animation, Drama",2018.0,7.4,9330.0
Double Trouble,movie,"Adventure, Family",2017.0,5.5,202.0
A Tiger in Winter,movie,"Drama, Romance",2017.0,6.2,142.0
Barbie: Dolphin Magic,movie,"Adventure, Animation, Family",2017.0,5.6,1177.0
Susu,movie,"Crime, Drama, Horror",2018.0,3.6,183.0
In Line,movie,Drama,2017.0,6.0,53.0
Dona Flor and Her Two Husbands,movie,"Comedy, Romance",2017.0,5.9,224.0
Possessive,movie,"Drama, Romance",2017.0,7.3,1063.0
Dummie the Mummy and the Tomb of Achnetut,movie,"Adventure, Family",2017.0,5.4,173.0
The Titan,movie,"Drama, Mystery, Romance",2018.0,4.8,34093.0
"Paul, Apostle of Christ",movie,"Adventure, Biography, Drama",2018.0,6.6,10434.0
The Translators,movie,"Mystery, Thriller",2019.0,6.5,9877.0
Errementari,movie,"Fantasy, Horror",2017.0,6.4,14009.0
The Inhabitant,movie,Horror,2017.0,5.2,1328.0
Squad,movie,Drama,2017.0,7.1,2154.0
Travel Mates,movie,Comedy,2017.0,6.1,8033.0
Ketenpere,movie,Comedy,2017.0,4.5,2362.0
My Brother 2,movie,"Comedy, Romance",2017.0,4.5,1985.0
Between Family,movie,Comedy,2017.0,7.6,27184.0
Maide'nin Altin Günü,movie,Comedy,2017.0,3.7,2617.0
Long Shot,movie,"Crime, Documentary, Sport",2017.0,7.4,9093.0
The Lord of the Seagull,movie,Drama,2017.0,5.9,1314.0
The Twin,movie,"Drama, Horror, Mystery",2022.0,5.1,4513.0
Strawberry Days,movie,Drama,2017.0,6.3,452.0
Museo,movie,"Crime, Drama",2018.0,6.8,6250.0
The Reservoir Game,movie,Documentary,2017.0,6.1,46.0
Historietas Assombradas: O Filme,movie,"Adventure, Animation, Comedy",2017.0,6.9,202.0
Perfect Health,movie,"Drama, Thriller",2017.0,5.1,339.0
Def Comedy Jam 25,movie,"Comedy, Documentary",2017.0,6.6,1213.0
The Most Assassinated Woman in the World,movie,"Biography, Drama, Mystery",2018.0,5.4,1218.0
RV: Resurrected Victims,movie,"Action, Mystery, Thriller",2017.0,5.6,706.0
Love Over Distance,movie,"Comedy, Romance",2017.0,6.4,1352.0
The Swindlers,movie,"Action, Crime",2017.0,6.6,2546.0
The Milk System,movie,Documentary,2017.0,7.0,613.0
Chi m'ha visto,movie,Comedy,2017.0,5.9,400.0
Romantic Road,movie,"Adventure, Documentary, Romance",2017.0,6.8,181.0
Rodney Carrington: Here Comes the Truth,movie,"Comedy, Documentary",2017.0,4.7,195.0
Redfern Now: Promise Me,movie,Drama,2015.0,7.6,176.0
Isoken,movie,"Comedy, Drama, Romance",2017.0,6.4,384.0
Alles voor elkaar,movie,Comedy,2017.0,5.4,376.0
Smaller and Smaller Circles,movie,Crime,2017.0,6.6,685.0
Sunday Morning in Victoria Park,movie,Drama,2010.0,7.6,101.0
"The Bold, the Corrupt, and the Beautiful",movie,"Drama, Mystery, Thriller",2017.0,7.3,3732.0
The Emperor of Paris,movie,"Adventure, Crime, History",2018.0,6.3,6378.0
Proxima,movie,"Adventure, Drama, Sci-Fi",2019.0,6.3,9438.0
Journal 64,movie,"Crime, Mystery, Thriller",2018.0,7.4,20686.0
Patton Oswalt: Annihilation,movie,Comedy,2017.0,7.2,2543.0
Legalize Já: Amizade Nunca Morre,movie,"Biography, Drama",2017.0,6.9,448.0
Jack Whitehall: At Large,movie,Comedy,2017.0,6.9,2432.0
The Price of Fairness,movie,Documentary,2017.0,7.4,101.0
Men in Black: International,movie,"Action, Adventure, Comedy",2019.0,5.6,152680.0
Splatter,movie,"Comedy, Horror",2009.0,3.1,750.0
The Debutantes,movie,Horror,2017.0,4.8,115.0
Masters in Forbidden City,movie,Documentary,2016.0,6.9,138.0
Unicorn,movie,Drama,2017.0,5.9,167.0
Qarib Qarib Single,movie,"Comedy, Romance",2017.0,7.1,10315.0
One More Chance,movie,"Comedy, Drama",2005.0,5.6,79.0
The Art of Self-Defense,movie,"Comedy, Crime, Drama",2019.0,6.6,41974.0
The 3rd Eye,movie,"Drama, Fantasy, Horror",2017.0,5.1,1732.0
Escape Plan: The Extractors,movie,"Action, Crime, Thriller",2019.0,4.4,18023.0
47 Meters Down: Uncaged,movie,"Adventure, Drama, Horror",2019.0,5.0,32054.0
Truth or Dare,movie,"Horror, Mystery, Thriller",2017.0,5.0,5475.0
Praça Paris,movie,Drama,2017.0,6.6,325.0
Altas Expectativas,movie,"Comedy, Romance",2017.0,6.1,114.0
Christina P: Mother Inferior,movie,Comedy,2017.0,6.3,1163.0
The Curse of La Llorona,movie,"Horror, Mystery, Thriller",2019.0,5.3,60513.0
Live,movie,"Drama, Thriller",2015.0,6.0,314.0
About Someone,movie,Drama,2005.0,6.8,106.0
Laura & Marsha,movie,Drama,2013.0,6.4,27.0
The Eternal Feminine,movie,Drama,2017.0,7.0,940.0
Creed II,movie,"Action, Drama, Sport",2018.0,7.1,160876.0
Omnipresent,movie,Drama,2017.0,7.4,1457.0
Seven Sundays,movie,"Comedy, Drama, Family",2017.0,7.6,643.0
25 km/h,movie,"Adventure, Comedy, Drama",2018.0,7.2,6248.0
Island Fishermen,movie,"Adventure, Drama, Romance",1959.0,5.8,80.0
Radioactive,movie,"Biography, Drama, Romance",2019.0,6.3,22807.0
Antes que Eu Me Esqueça,movie,"Comedy, Drama",2018.0,6.7,421.0
Ach spij kochanie,movie,"Crime, Thriller",2017.0,5.6,417.0
"El especial de Alex Fernández, el Especial",movie,Comedy,2017.0,6.8,83.0
