title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes
Shadows in the Palace,movie,"Crime, Drama, History",2007.0,6.3,614.0
Zindagi Na Milegi Dobara,movie,"Comedy, Drama, Musical",2011.0,8.2,89424.0
Stavisky,movie,"Biography, Crime, Drama",1974.0,6.5,2615.0
The Over-Eater,movie,"Crime, Drama",2003.0,6.1,491.0
Eva & Adam: Four Birthdays and a Fiasco,movie,"Family, Romance",2001.0,5.4,1884.0
A Bad Son,movie,Drama,1980.0,7.4,1554.0
Point Blank,movie,"Action, Crime, Drama",2010.0,6.8,14824.0
Ninas resa,movie,Drama,2005.0,6.8,400.0
The Italian Connection,movie,"Action, Crime, Thriller",1972.0,7.1,3040.0
Québec-Montréal,movie,"Comedy, Romance",2002.0,7.2,1890.0
Silver Bears,movie,"Comedy, Crime",1977.0,6.0,1576.0
In Your Dreams,movie,Drama,2005.0,4.3,158.0
Dance with Him,movie,Drama,2007.0,6.1,382.0
Line 1,movie,Musical,1988.0,6.7,225.0
Chi si ferma è perduto,movie,Comedy,1960.0,6.8,451.0
Snowboarder,movie,"Crime, Drama, Sport",2003.0,3.5,718.0
Poor But Beautiful,movie,"Comedy, Romance",1957.0,6.7,820.0
The Big Store,movie,Comedy,1973.0,6.3,968.0
Three Steps Above Heaven,movie,"Action, Drama, Romance",2010.0,6.8,29805.0
The Octopus,movie,"Comedy, Crime, Thriller",1998.0,6.4,810.0
The Scent of Blood,movie,"Drama, Thriller",2004.0,5.6,412.0
Four More Years,movie,"Comedy, Drama, Romance",2010.0,6.3,1485.0
Dubai,movie,"Drama, Romance",2005.0,6.3,181.0
Link,movie,Horror,1986.0,5.9,3988.0
Paparazzi,movie,"Comedy, Romance",1998.0,5.4,1107.0
Head Over Heels,movie,Comedy,2010.0,5.7,2585.0
30 Minutes or Less,movie,"Action, Comedy, Crime",2011.0,6.0,107864.0
Dark Shadows,movie,"Comedy, Fantasy, Horror",2012.0,6.2,286717.0
Melancholia,movie,"Drama, Sci-Fi",2011.0,7.1,200925.0
Todo el poder,movie,Crime,2000.0,6.6,1226.0
Angel,movie,Drama,2008.0,2.8,643.0
United,movie,"Drama, History, Sport",2011.0,7.3,13443.0
Money No Enough II,movie,"Comedy, Drama",2008.0,6.0,260.0
Lilla Jönssonligan på kollo,movie,"Comedy, Family",2004.0,3.1,823.0
Just Follow Law,movie,"Comedy, Drama, Fantasy",2007.0,6.0,381.0
The Two of Us,movie,"Comedy, Drama",1967.0,7.6,2606.0
King on Horseback,movie,"Adventure, Drama",1958.0,5.3,262.0
Assassination on the Tiber,movie,"Comedy, Crime, Drama",1979.0,6.1,419.0
Delitto a Porta Romana,movie,"Comedy, Crime",1980.0,6.0,438.0
Mirror Mirror,movie,"Adventure, Comedy, Drama",2012.0,5.6,92546.0
La vie sauvage des animaux domestiques,movie,Documentary,2009.0,6.6,58.0
Colombiana,movie,"Action, Crime, Drama",2011.0,6.4,110786.0
Dolphin Tale,movie,"Drama, Family",2011.0,6.8,26136.0
New Year's Eve,movie,"Comedy, Romance",2011.0,5.6,91265.0
Man Called Rocca,movie,"Crime, Drama",1961.0,6.4,602.0
Hum Saath-Saath Hain,movie,"Drama, Musical",1999.0,6.3,10220.0
Alzheimer's,movie,"Comedy, Drama",2010.0,6.5,3157.0
Divorce Attorney,movie,Comedy,2002.0,5.3,942.0
Two Girls from Egypt,movie,Drama,2010.0,7.4,728.0
The Lost Bladesman,movie,"Action, Biography, Drama",2011.0,6.0,4618.0
The Parson's Widow,movie,"Comedy, Drama, Horror",1920.0,7.1,1585.0
Lucky Stars Go Places,movie,"Action, Comedy, Crime",1986.0,5.4,396.0
Sinbad: Afros and Bellbottoms,movie,"Comedy, Documentary",1993.0,7.7,222.0
Neue Vahr Süd,movie,Comedy,2010.0,6.7,1808.0
The Bishop's Bedroom,movie,"Comedy, Crime, Drama",1977.0,6.4,1136.0
Casual Day,movie,"Comedy, Drama",2007.0,5.9,361.0
Neuf mois,movie,Comedy,1994.0,5.7,647.0
Le bon Dieu sans confession,movie,Drama,1953.0,6.1,145.0
Les ailes de la colombe,movie,"Drama, Romance",1981.0,6.0,301.0
"My Teacher, Mr. Kim",movie,"Comedy, Drama",2003.0,6.4,377.0
The Skin I Live In,movie,"Drama, Mystery, Thriller",2011.0,7.6,172435.0
A Run for Your Money,movie,Comedy,1949.0,6.4,741.0
Flower & Snake 3,movie,Drama,2010.0,4.7,342.0
The Incite Mill,movie,"Horror, Mystery, Thriller",2010.0,5.6,1419.0
Umizaru 3: The Last Message,movie,Drama,2010.0,5.9,218.0
Guidance,movie,Drama,2009.0,5.4,116.0
The Trip,movie,"Comedy, Drama",2010.0,7.0,23708.0
Black Mic Mac,movie,Comedy,1986.0,5.3,313.0
Le ciel de Paris,movie,"Drama, Romance",1991.0,6.1,202.0
Tiger Team: The Mountain of the 1000 Dragons,movie,"Adventure, Family",2010.0,4.7,152.0
Future Cops,movie,"Action, Comedy, Sci-Fi",1993.0,6.0,1625.0
Ryabinovyy vals,movie,"Drama, History, War",2010.0,6.9,111.0
Circle of Love,movie,"Drama, Romance",1964.0,5.5,679.0
"Léon Morin, Priest",movie,"Drama, Romance, War",1961.0,7.5,5928.0
The Big Job,movie,"Comedy, Crime, Mystery",1965.0,6.4,935.0
People in Luck,movie,Comedy,1963.0,5.9,388.0
SuckSeed,movie,"Comedy, Music, Romance",2011.0,7.4,2710.0
An Autumn's Tale,movie,"Drama, Romance",1987.0,7.5,2531.0
Laddaland,movie,"Drama, Horror, Mystery",2011.0,6.2,2689.0
Pile ou face,movie,"Crime, Drama, Mystery",1980.0,6.6,697.0
Marriage is a Crazy Thing,movie,"Drama, Romance",2002.0,6.9,1278.0
Incir Reçeli,movie,"Drama, Romance",2011.0,6.5,14857.0
A Witch's Way of Love,movie,"Adventure, Comedy, Fantasy",1997.0,5.1,1621.0
Seagulls Die in the Harbour,movie,Drama,1955.0,7.0,347.0
Bad Faith,movie,"Comedy, Drama, Romance",2006.0,6.1,881.0
Glove,movie,"Drama, Sport",2011.0,6.8,397.0
Le miraculé,movie,Comedy,1987.0,5.8,427.0
Killing Time,movie,"Action, Crime, Mystery",1987.0,6.5,367.0
Paulista,movie,"Drama, Romance",2009.0,6.2,175.0
Love Stories Only Last 90 Minutes,movie,"Comedy, Romance",2009.0,6.5,644.0
Total Recall,movie,"Action, Adventure, Sci-Fi",2012.0,6.2,270588.0
Straw Dogs,movie,"Action, Drama, Thriller",2011.0,5.8,36720.0
The Great Gatsby,movie,"Drama, Romance",2013.0,7.2,615809.0
Extremely Loud & Incredibly Close,movie,"Adventure, Drama, Mystery",2011.0,6.9,106287.0
47 Ronin,movie,"Action, Drama, Fantasy",2013.0,6.2,174560.0
21 Jump Street,movie,"Action, Comedy, Crime",2012.0,7.2,617618.0
Doraemon: Nobita's Dinosaur,movie,"Adventure, Animation, Family",1980.0,7.3,900.0
Children's Play,movie,"Drama, Fantasy, Horror",2001.0,5.3,969.0
Finding Mr. Destiny,movie,"Comedy, Romance",2010.0,6.4,1527.0
Charlie and His Two Chicks,movie,Comedy,1973.0,6.0,232.0
Final Episode,movie,"Action, Crime, Drama",1974.0,7.3,1289.0
Monsieur Naphtali,movie,Comedy,1999.0,4.7,70.0
Detective K: Secret of Virtuous Widow,movie,"Action, Comedy, Crime",2011.0,6.2,1202.0
Nionde kompaniet,movie,Comedy,1987.0,5.9,1023.0
Public Enemy Returns,movie,"Action, Comedy, Crime",2008.0,6.3,540.0
Touch and Go,movie,Comedy,1955.0,6.1,219.0
Pyaar Ka Punchnama,movie,"Comedy, Drama, Romance",2011.0,7.6,23129.0
Weltmarktführer - Die Geschichte des Tan Siekmann,movie,Documentary,2004.0,7.1,160.0
In the Name of the Italian People,movie,"Comedy, Crime, Mystery",1971.0,7.5,1801.0
Who Cares: Anatomy of a Delivery Boy,movie,Comedy,1971.0,6.4,239.0
"Och, Karol 2",movie,Comedy,2011.0,4.3,1092.0
An Ideal Adventure,movie,"Comedy, Crime",1982.0,5.1,371.0
The Girl with the Dragon Tattoo,movie,"Crime, Drama, Mystery",2011.0,7.8,509470.0
Happy Feet Two,movie,"Adventure, Animation, Comedy",2011.0,5.8,48934.0
The Whistleblower,movie,"Biography, Crime, Drama",2010.0,7.1,36322.0
The Education of Fairies,movie,"Drama, Romance",2006.0,6.2,955.0
The Margin,movie,Drama,1976.0,5.2,1034.0
The Secret Killer,movie,"Biography, Crime, Thriller",1965.0,6.7,578.0
The Smile,movie,"Comedy, Drama",1994.0,5.6,732.0
An Air So Pure,movie,"Comedy, Drama",1997.0,5.9,146.0
The Maidens of Heavenly Mountains,movie,"Action, Fantasy",1994.0,5.9,645.0
My Father's Private Secretary,movie,Comedy,1976.0,5.1,305.0
Red Dog,movie,"Biography, Comedy, Drama",2011.0,7.3,20018.0
Les Mythos,movie,Comedy,2011.0,5.7,553.0
Handsome Siblings,movie,"Action, Comedy, Romance",1992.0,5.8,484.0
Toto Double or Nothing,movie,Comedy,1956.0,6.6,512.0
Fight Back to School III,movie,"Comedy, Crime, Mystery",1993.0,6.2,2214.0
Cause toujours... tu m'intéresses!,movie,"Comedy, Drama",1979.0,6.0,329.0
Out of Life,movie,"Crime, Drama, War",1991.0,6.8,527.0
Coplan Saves His Skin,movie,"Action, Adventure, Crime",1968.0,5.3,228.0
Alissa,movie,"Crime, Thriller",1998.0,5.2,105.0
In Real Life,movie,"Drama, Romance",2008.0,6.6,451.0
Nana,movie,"Drama, Romance",1926.0,6.6,998.0
Le chanteur de Mexico,movie,"Music, Musical, Romance",1956.0,5.4,203.0
Love on a Pillow,movie,"Drama, Romance",1962.0,5.5,763.0
Love's Kitchen,movie,"Comedy, Drama, Romance",2011.0,5.3,3889.0
Naughty Girl,movie,"Comedy, Musical, Romance",1956.0,5.7,635.0
Born and Bred,movie,Drama,2006.0,6.3,596.0
Beat,movie,"Action, Crime, Drama",1997.0,6.7,719.0
Delhi Belly,movie,"Action, Comedy, Crime",2011.0,7.6,33216.0
Uma Noite em 67,movie,"Documentary, Music",2010.0,7.7,467.0
Känd från TV,movie,Comedy,2001.0,5.4,947.0
The Conjugal Bed,movie,"Comedy, Drama",1963.0,6.9,856.0
Nickel and Dime,movie,"Comedy, Drama",2003.0,6.4,428.0
Captain Fracasse,movie,Drama,1943.0,6.6,219.0
Armaguedon,movie,"Crime, Thriller",1977.0,6.1,822.0
Think Like a Man,movie,"Comedy, Romance",2012.0,6.5,51415.0
The Adultress,movie,"Crime, Drama, Romance",1953.0,7.4,1978.0
The Warrior's Brother,movie,"Adventure, Drama, History",2002.0,6.0,608.0
Geng: The Adventure Begins,movie,"Animation, Comedy, Family",2009.0,6.8,297.0
Don't Go Breaking My Heart,movie,Romance,2011.0,6.5,2050.0
I Superbiker,movie,"Action, Documentary, Sport",2011.0,5.8,114.0
The Guard,movie,"Comedy, Crime, Thriller",2011.0,7.3,98155.0
Sunshine Follows Rain,movie,"Drama, Romance",1946.0,6.5,302.0
Surf Adventures: O Filme,movie,"Documentary, Sport",2002.0,7.3,132.0
Beaumarchais the Scoundrel,movie,"Comedy, History, Romance",1996.0,6.7,1501.0
So in Love,movie,"Comedy, Musical, Romance",1964.0,6.6,235.0
Eureka Stockade,movie,"Drama, History, Western",1949.0,6.4,222.0
Omar Killed Me,movie,"Biography, Crime, Drama",2011.0,6.6,1718.0
Jungle Fighters,movie,"Drama, War",1961.0,6.7,1031.0
Haunters,movie,"Action, Sci-Fi, Thriller",2010.0,6.1,1913.0
Requiem for a Killer,movie,Thriller,2011.0,5.1,1457.0
Cold Fish,movie,"Crime, Drama, Horror",2010.0,7.1,15120.0
Kick the Moon,movie,"Comedy, Drama",2001.0,6.5,533.0
Kochira Katsushika-ku Kameari kôen mae hashutsujo: The Movie,movie,"Action, Animation, Comedy",1999.0,6.4,156.0
Public Telephone,movie,"Documentary, Music",1980.0,6.5,44.0
Lost Paradise,movie,"Drama, Romance",1997.0,6.6,804.0
Django Unchained,movie,"Comedy, Drama, Western",2012.0,8.5,1766067.0
Elysium,movie,"Action, Drama, Sci-Fi",2013.0,6.6,479921.0
Warcraft,movie,"Action, Adventure, Fantasy",2016.0,6.7,287222.0
Compartiment de dames seules,movie,Comedy,1935.0,6.6,66.0
Swiety interes,movie,Comedy,2010.0,4.6,308.0
Railroad Man,movie,Drama,1999.0,7.1,1392.0
Kidnapper,movie,"Action, Thriller",2010.0,6.2,193.0
KL Gangster,movie,"Action, Crime, Thriller",2011.0,5.4,437.0
"Viens chez moi, j'habite chez une copine",movie,Comedy,1981.0,6.3,1580.0
The Sam Kinison Family Entertainment Hour,movie,"Comedy, Documentary, Music",1991.0,6.4,318.0
An Ordinary Execution,movie,"Drama, History",2010.0,6.5,611.0
East End Angels,movie,"Adventure, Family",2010.0,4.3,125.0
Soul Boy,movie,Drama,2010.0,6.7,435.0
Un mundo maravilloso,movie,"Comedy, Drama, Thriller",2006.0,6.8,1627.0
Beastie Boys,movie,Drama,2008.0,5.5,271.0
Vettai,movie,Action,2012.0,6.0,2641.0
Mugamoodi,movie,"Action, Adventure",2012.0,5.1,1386.0
Muran,movie,"Action, Thriller",2011.0,6.3,306.0
Dream House,movie,"Drama, Mystery, Thriller",2011.0,6.0,70170.0
Bbuddah... Hoga Terra Baap,movie,"Action, Comedy, Crime",2011.0,5.6,3108.0
Shaitan,movie,"Action, Crime, Drama",2011.0,7.2,9066.0
The Inbetweeners,movie,Comedy,2011.0,6.7,88484.0
Children's Party,movie,"Comedy, Drama, Family",2011.0,7.5,8920.0
Trap.com,movie,"Comedy, Romance",2011.0,5.2,2097.0
Dulcima,movie,"Comedy, Drama",1971.0,6.5,462.0
The Cat Vanishes,movie,"Drama, Horror, Mystery",2011.0,6.3,802.0
Johnny Frenchman,movie,"Comedy, Drama, Romance",1945.0,6.3,206.0
Never Back Down 2: The Beatdown,movie,"Action, Drama, Sport",2011.0,5.6,21263.0
Dragon,movie,"Action, Crime, Drama",2011.0,7.0,16069.0
White Trash,movie,"Comedy, Romance",2006.0,5.0,574.0
Cruel Winter Blues,movie,"Action, Crime, Drama",2006.0,7.0,821.0
The Hunger Games,movie,"Action, Adventure, Sci-Fi",2012.0,7.2,1032016.0
Untangle,movie,"Comedy, Drama, Romance",2010.0,6.1,357.0
Line of Demarcation,movie,"Drama, War",1966.0,7.1,941.0
Håkan Bråkan & Josef,movie,"Comedy, Family",2004.0,4.1,233.0
San Demetrio London,movie,"Adventure, Drama, War",1943.0,6.7,580.0
L'Élégant Criminel,movie,"Biography, Crime, Drama",1990.0,6.1,367.0
Woman in Chains,movie,Drama,1968.0,7.1,1966.0
Prisoners of the Lost Universe,movie,"Action, Adventure, Comedy",1983.0,3.7,2116.0
Flaming Brothers,movie,"Action, Crime, Romance",1987.0,6.2,703.0
Trespass,movie,"Crime, Drama, Mystery",2011.0,5.3,46403.0
José Rizal,movie,"Biography, Drama, History",1998.0,7.7,493.0
Singham,movie,"Action, Crime, Drama",2011.0,6.8,20176.0
Headhunters,movie,"Action, Crime, Thriller",2011.0,7.5,108896.0
Te presento a Laura,movie,"Action, Comedy, Family",2010.0,5.8,826.0
Love.net,movie,"Drama, Romance",2011.0,7.2,3986.0
The Outlaw and His Wife,movie,Drama,1918.0,7.2,2193.0
Chinese in Paris,movie,"Comedy, Fantasy",1974.0,6.2,717.0
The Last Godfather,movie,"Comedy, Crime, Romance",2010.0,3.5,1341.0
Doraemon the Movie: Nobita's Dinosaur,movie,"Adventure, Animation, Comedy",2006.0,7.1,1773.0
The Dogs,movie,"Drama, Horror, Thriller",1979.0,6.4,687.0
Last Known Address,movie,"Crime, Drama, Mystery",1970.0,6.9,1982.0
Girl Clock!,movie,Comedy,2010.0,5.1,117.0
Mechte navstrechu,movie,Sci-Fi,1963.0,5.9,305.0
Cleopatra,movie,"Comedy, Drama",2003.0,6.6,653.0
Polisse,movie,"Crime, Drama",2011.0,7.3,15816.0
Prince of the Seas,movie,"Adventure, Comedy, Romance",2009.0,5.4,1757.0
Ukradená vzducholod,movie,"Adventure, Animation, Family",1967.0,7.3,700.0
Those Who Remain,movie,Drama,2007.0,6.8,651.0
"I've Got You, You've Got Me by the Chin Hairs",movie,"Comedy, Crime, Drama",1979.0,4.9,215.0
Le ruffian,movie,"Adventure, Crime",1983.0,6.0,930.0
Hostel: Part III,movie,Horror,2011.0,4.6,37034.0
Resident Evil: Retribution,movie,"Action, Horror, Sci-Fi",2012.0,5.3,153452.0
Knuckle,movie,"Biography, Documentary, Drama",2011.0,6.8,3261.0
When Darkness Falls,movie,"Crime, Mystery",1960.0,5.8,247.0
Sinbad: Nuthin' But the Funk,movie,"Comedy, Documentary",1997.0,6.4,87.0
Jack and Jill,movie,Comedy,2011.0,3.3,92545.0
Glory at Sea,movie,"Adventure, Drama, War",1952.0,6.3,806.0
Man About the House,movie,Comedy,1974.0,5.9,735.0
All for One,movie,"Comedy, Crime",2011.0,5.6,3085.0
The Suicide Forecast,movie,"Comedy, Drama",2011.0,6.3,228.0
Sinbad: Son of a Preacher Man,movie,"Comedy, Documentary",1996.0,6.8,156.0
Nora's Will,movie,"Comedy, Drama",2008.0,7.2,1191.0
Courageous,movie,Drama,2011.0,6.9,22002.0
On n'est pas sorti de l'auberge,movie,Comedy,1982.0,3.8,233.0
The Hippies,movie,Comedy,1981.0,5.3,699.0
Ang cute ng ina mo!,movie,"Comedy, Drama",2007.0,5.5,114.0
We Can Be Heroes!,movie,"Drama, Family",2002.0,5.4,1045.0
A Thousand Words,movie,"Comedy, Drama, Fantasy",2012.0,5.9,46042.0
Safe,movie,"Action, Crime, Thriller",2012.0,6.5,120858.0
Pumpuang,movie,"Biography, Drama",2011.0,7.5,43.0
"Josee, the Tiger and the Fish",movie,"Drama, Romance",2003.0,7.3,2370.0
Young Andersen,movie,"Biography, Drama, History",2005.0,6.2,567.0
Journey 2: The Mysterious Island,movie,"Action, Adventure, Comedy",2012.0,5.7,115486.0
L'anniversaire,movie,Comedy,2005.0,5.2,263.0
Doraemon: Nobita and the Knights on Dinosaurs,movie,"Adventure, Animation, Family",1987.0,6.7,472.0
The Vow,movie,"Drama, Romance",2012.0,6.8,208749.0
Honey & Clover,movie,"Drama, Romance",2006.0,6.4,964.0
The Vultures,movie,"Action, Comedy, Drama",1984.0,6.1,2382.0
Camila Jam,movie,Drama,2007.0,6.3,563.0
Nostalgia for the Light,movie,Documentary,2010.0,7.6,6316.0
Bangkok Traffic (Love) Story,movie,"Comedy, Romance",2009.0,7.1,2089.0
A Great Little Business,movie,"Comedy, Drama",2003.0,5.7,137.0
The Flight of the Eagle,movie,"Adventure, Biography, Drama",1982.0,7.2,1268.0
Manolito Four Eyes,movie,"Comedy, Family",1999.0,6.2,1328.0
Vai avanti tu che mi vien da ridere,movie,"Comedy, Thriller",1982.0,5.6,405.0
The Crown Jewels,movie,Drama,2011.0,5.9,2984.0
Mad Bastards,movie,Drama,2010.0,6.7,566.0
Closer to Heaven,movie,"Drama, Romance",2009.0,6.5,416.0
In Orange,movie,"Drama, Family, Sport",2004.0,6.6,1616.0
"Bruc, the Manhunt",movie,"Drama, History, War",2010.0,5.6,857.0
Robbery,movie,"Crime, Drama",1967.0,6.9,2166.0
Hotel Swooni,movie,"Drama, Romance",2011.0,5.9,366.0
Bleach the Movie: Hell Verse,movie,"Action, Adventure, Animation",2010.0,7.3,3480.0
A Funny Man,movie,"Biography, Drama",2011.0,6.9,3093.0
Fort Yuma Gold,movie,"Drama, War, Western",1966.0,6.0,694.0
You May Not Kiss the Bride,movie,"Action, Comedy, Crime",2011.0,5.4,7888.0
Goodbye Mom,movie,Drama,2009.0,6.7,143.0
Bodyguard,movie,"Action, Drama, Romance",2011.0,4.7,28678.0
Ready,movie,"Action, Comedy, Romance",2008.0,7.2,1583.0
Where Got Ghost?,movie,"Comedy, Horror",2009.0,5.1,201.0
Phua Chu Kang: The Movie,movie,Comedy,2010.0,6.4,29.0
Singapore Dreaming,movie,Drama,2006.0,7.0,367.0
Old Cow Vs Tender Grass,movie,"Comedy, Romance",2010.0,4.7,30.0
"It's a Great, Great World",movie,"Comedy, Family",2011.0,6.6,88.0
Don't Be Afraid,movie,Drama,2011.0,6.3,893.0
Love Matters,movie,"Comedy, Drama",2009.0,5.0,86.0
The Ghost Must Be Crazy,movie,"Comedy, Horror",2011.0,5.1,51.0
Plans for Tomorrow,movie,Drama,2010.0,6.2,380.0
Chino,movie,"Action, Adventure, Drama",1973.0,6.0,2924.0
Bleak Night,movie,Drama,2010.0,7.2,1375.0
Gantz: Perfect Answer,movie,"Action, Adventure, Drama",2011.0,6.2,4776.0
Cattivi pensieri,movie,Comedy,1976.0,5.4,334.0
Pomegranates and Myrrh,movie,Drama,2008.0,6.3,326.0
Detachment,movie,Drama,2011.0,7.7,104094.0
"São Paulo, Sociedade Anônima",movie,Drama,1965.0,8.1,1131.0
Fall of a Body,movie,Drama,1973.0,5.5,65.0
The Christmas Tree,movie,Drama,1969.0,6.3,817.0
Immediate Boarding,movie,Family,2003.0,5.7,705.0
Ballad,movie,"Action, Drama, Romance",2009.0,5.6,309.0
Special Forces,movie,"Action, Drama, War",2011.0,6.3,19794.0
La face cachée,movie,"Comedy, Drama",2007.0,5.4,165.0
Damen i svart,movie,"Mystery, Thriller",1958.0,6.2,542.0
Ah! The Beautiful Priestesses of Bacchus,movie,"Comedy, Musical",1954.0,5.1,561.0
Diên Biên Phú,movie,"Drama, War",1992.0,6.2,1133.0
The Square Ring,movie,"Drama, Sport",1953.0,6.5,325.0
Mannequin in Red,movie,"Mystery, Thriller",1958.0,6.3,638.0
Voir la mer,movie,"Comedy, Drama, Romance",2011.0,5.6,629.0
Onigamiden - Legend of the Millennium Dragon,movie,"Adventure, Animation, Family",2011.0,5.7,1287.0
Jim & Piraterna Blom,movie,"Adventure, Comedy, Family",1987.0,6.1,425.0
Ajlawju,movie,"Comedy, Drama, Romance",1999.0,5.5,834.0
Let's Make a Grandson,movie,Comedy,2003.0,5.6,1269.0
Cherm,movie,"Crime, Drama, Romance",2005.0,7.4,506.0
The Rainbow Jacket,movie,"Drama, Sport",1954.0,6.4,207.0
Seeking Justice,movie,"Action, Drama, Mystery",2011.0,6.1,48605.0
Moby Dick,movie,Action,2011.0,6.4,559.0
Na samote u lesa,movie,"Comedy, Drama, Family",1976.0,7.7,1646.0
It's Great to Be Young!,movie,"Comedy, Family, Musical",1956.0,6.4,364.0
The Mad Monk,movie,"Comedy, Fantasy",1993.0,6.2,2281.0
Being Elmo: A Puppeteer's Journey,movie,"Biography, Documentary",2011.0,7.6,7250.0
People in the Sun,movie,"Comedy, Sci-Fi",2011.0,5.6,714.0
The Conman,movie,"Action, Comedy, Drama",1998.0,6.0,782.0
Where Is Freedom?,movie,"Comedy, Drama",1954.0,6.9,659.0
Oblivion,movie,"Action, Adventure, Sci-Fi",2013.0,7.0,567006.0
Kolpaçino: Bomba,movie,Comedy,2011.0,5.8,8670.0
Dear John,movie,"Drama, Romance",1964.0,6.4,418.0
Now You See Me,movie,"Crime, Mystery, Thriller",2013.0,7.2,730116.0
Act of Valor,movie,"Action, Adventure, Thriller",2012.0,6.4,72707.0
Tears for You,movie,"Drama, Romance",2006.0,6.7,1210.0
Catch .44,movie,"Action, Thriller",2011.0,4.6,18105.0
Snuf de hond en het spookslot,movie,"Adventure, Family",2010.0,5.6,163.0
A Second Chance,movie,"Comedy, Romance",2001.0,6.2,524.0
PT Raiders,movie,"Adventure, Crime, Drama",1955.0,6.7,695.0
Hysteria,movie,"Biography, Comedy, Romance",2011.0,6.7,33638.0
Sector 7,movie,"Action, Horror, Sci-Fi",2011.0,4.7,2861.0
The Holy Innocents,movie,Drama,1984.0,8.1,4962.0
Sams in Gefahr,movie,Family,2003.0,5.2,462.0
The Conquest of Everest,movie,"Adventure, Documentary",1953.0,7.3,989.0
Love Mates,movie,"Comedy, Romance",1961.0,6.7,411.0
No Rest for the Wicked,movie,"Crime, Thriller",2011.0,6.4,5650.0
Tärningen är kastad,movie,"Crime, Thriller",1960.0,5.8,186.0
Två killar och en tjej,movie,"Comedy, Romance",1983.0,5.2,410.0
Pink String and Sealing Wax,movie,"Drama, Thriller",1945.0,6.7,729.0
Poor Cow,movie,"Crime, Drama, Romance",1967.0,6.8,2100.0
West 11,movie,"Crime, Drama",1963.0,6.5,360.0
Room to Rent,movie,Comedy,2000.0,6.1,579.0
Seventh Heaven,movie,"Comedy, Romance",1993.0,5.3,456.0
The Expendables 2,movie,"Action, Adventure, Thriller",2012.0,6.6,327315.0
"Wait Until Spring, Bandini",movie,Drama,1989.0,6.3,766.0
Transit Prisoner,movie,"Adventure, Drama, Mystery",2008.0,6.5,1497.0
Moi vouloir toi,movie,"Comedy, Drama, Romance",1985.0,4.1,75.0
Terminus,movie,"Action, Sci-Fi",1987.0,3.5,701.0
Mad Max: Fury Road,movie,"Action, Adventure, Sci-Fi",2015.0,8.1,1153081.0
Le sens de l'humour,movie,"Comedy, Crime",2011.0,6.3,799.0
These Kids Are Grown-Ups,movie,Comedy,1979.0,4.6,201.0
The Bedside Detective,movie,"Comedy, Romance",2007.0,6.3,385.0
Dear Dakanda,movie,"Drama, Romance",2005.0,7.8,851.0
Raya Tak Jadi,movie,"Comedy, Drama",2011.0,5.7,56.0
The Devil Inside,movie,Horror,2012.0,4.2,38010.0
Hotel Transylvania,movie,"Animation, Comedy, Family",2012.0,7.0,293693.0
What to Expect When You're Expecting,movie,"Comedy, Drama, Romance",2012.0,5.7,76840.0
The Adopted,movie,Drama,2011.0,6.7,1670.0
Man of Tai Chi,movie,"Action, Drama",2013.0,6.0,41574.0
Rhine Virgin,movie,"Crime, Drama",1953.0,6.3,271.0
The Last Stand,movie,"Action, Thriller, Western",2013.0,6.3,147523.0
